nome,codigo,disciplina,nota,situacao
Renan Laura,KAWV5083,Branding,3.78,REPROVADO
Renan Laura,NGVU3526,Ecodesign,8.80,APROVADO POR MÉDIA
Renan Laura,COOQ5695,Design de Interacao em Tempo Real,7.00,APROVADO POR MÉDIA
Renan Laura,VFBH8799,Design Cibernetico,9.75,APROVADO POR MÉDIA
Renan Laura,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),8.00,APROVADO POR MÉDIA
Renan Laura,QVGO0107,Prototipagem em Papel,6.25,APROVADO
Renan Laura,FZLO1427,Marketing de Produto,8.35,APROVADO POR MÉDIA
Renan Laura,JJNT2088,Manipulacao de Imagem,8.00,APROVADO POR MÉDIA
Renan Laura,SATJ7970,Design de Narrativa Espacial,9.50,APROVADO POR MÉDIA
Renan Laura,TPYC6338,Design Thinking,10.00,APROVADO POR MÉDIA
Renan Laura,IENT5068,Design Experimental,8.50,APROVADO POR MÉDIA
Renan Laura,VOQA5582,Tipografia,,REPROVADO POR FALTA
Renan Laura,KZBU0327,Design de Interacao Corporal,7.38,APROVADO POR MÉDIA
Renan Laura,KAWV5083,Branding,7.75,APROVADO POR MÉDIA
Renan Laura,AOXV5438,Design de Espacos Virtuais,7.00,APROVADO POR MÉDIA
Renan Laura,JJLP9232,Design de Realidade Simulada,10.00,APROVADO POR MÉDIA
Renan Laura,MXMO8868,Cultura Visual,7.15,APROVADO POR MÉDIA
Renan Laura,XERB6119,Gestao de Marcas,6.80,APROVADO
Renan Laura,UXMU2899,Interacao Tangivel,8.00,APROVADO POR MÉDIA
Renan Laura,LERH6635,Design de Produto,6.53,APROVADO
Renan Laura,BMDH7993,Design de Apresentacoes,8.50,APROVADO POR MÉDIA
Renan Laura,TWIP0018,Teoria da Cor,8.25,APROVADO POR MÉDIA
Renan Laura,RMDE3651,Teoria do Design,8.19,APROVADO POR MÉDIA
Renan Laura,DQUN5124,Comunicacao Visual,,REPROVADO POR FALTA
Renan Laura,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Renan Laura,LSHL3127,Design de Redes Sociais,,REPROVADO POR FALTA
Renan Laura,MAEY1044,Design Computacional,3.47,CURSANDO
Renan Laura,DZNQ4989,Design Cenico,,CURSANDO
Renan Laura,VMGY1151,Design de Interacao Tangivel,,CURSANDO
Renan Laura,RRME1020,Design Parametrico,,CURSANDO
Renan Laura,TRQX5862,Etica em Design,,CURSANDO
Alana Nathanael,OCRQ3517,Storytelling Visual,6.75,APROVADO
Alana Nathanael,RJGL2456,Design Colaborativo,6.13,APROVADO
Alana Nathanael,QBWW6998,Computacao Grafica,7.25,APROVADO
Alana Nathanael,UFMQ0127,Design para Longevidade,5.25,APROVADO
Alana Nathanael,MKUB0718,Design de Mobiliario,9.00,APROVADO POR MÉDIA
Alana Nathanael,BKII1063,Design de Visualizacao de Informacoes,5.13,APROVADO
Alana Nathanael,RJYZ5864,Identidade Visual,7.80,APROVADO POR MÉDIA
Alana Nathanael,DOMK5241,Design de Aprendizado,,REPROVADO POR FALTA
Alana Nathanael,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
Alana Nathanael,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.70,APROVADO POR MÉDIA
Alana Nathanael,NRYN3294,Design de Interfaces Neuromorficas,5.20,APROVADO
Alana Nathanael,NRCI1107,Design de Experiencia em Museus,3.75,REPROVADO
Alana Nathanael,AAZN5771,Ergonomia,5.03,APROVADO
Alana Nathanael,DOMK5241,Design de Aprendizado,,REPROVADO POR FALTA
Alana Nathanael,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
Alana Nathanael,JGDZ1333,Gamificacao,8.00,APROVADO POR MÉDIA
Alana Nathanael,TSYB3211,Impressao 3D,,REPROVADO POR FALTA
Alana Nathanael,NRCI1107,Design de Experiencia em Museus,7.00,APROVADO POR MÉDIA
Alana Nathanael,BLDG0260,Design de Joias,7.00,APROVADO POR MÉDIA
Alana Nathanael,KAWV5083,Branding,8.35,APROVADO POR MÉDIA
Alana Nathanael,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.25,APROVADO POR MÉDIA
Alana Nathanael,VOQA5582,Tipografia,,REPROVADO POR FALTA
Alana Nathanael,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
Alana Nathanael,LERH6635,Design de Produto,9.00,APROVADO POR MÉDIA
Alana Nathanael,NGVU3526,Ecodesign,7.00,APROVADO POR MÉDIA
Alana Nathanael,DOMK5241,Design de Aprendizado,,REPROVADO POR FALTA
Alana Nathanael,COOQ5695,Design de Interacao em Tempo Real,6.50,APROVADO
Alana Nathanael,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
Alana Nathanael,TPYC6338,Design Thinking,5.13,APROVADO
Alana Nathanael,MXMO8868,Cultura Visual,8.25,APROVADO POR MÉDIA
Alana Nathanael,,TRANCAMENTO,,
Alana Nathanael,,TRANCAMENTO,,
Alana Nathanael,,TRANCAMENTO,,
Alana Nathanael,,TRANCAMENTO,,
Alana Nathanael,DOMK5241,Design de Aprendizado,,REPROVADO POR FALTA
Alana Nathanael,ZULH9584,Projeto Integrado,4.3,REPROVADO
Alana Nathanael,TSYB3211,Impressao 3D,5.19,APROVADO
Alana Nathanael,VOQA5582,Tipografia,,REPROVADO POR FALTA
Alana Nathanael,AOXV5438,Design de Espacos Virtuais,5.00,APROVADO
Alana Nathanael,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Alana Nathanael,DOMK5241,Design de Aprendizado,,REPROVADO POR FALTA
Alana Nathanael,VFBH8799,Design Cibernetico,,REPROVADO POR FALTA
Alana Nathanael,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
Leandro Julia,OCRQ3517,Storytelling Visual,8.00,APROVADO POR MÉDIA
Leandro Julia,RJGL2456,Design Colaborativo,8.60,APROVADO POR MÉDIA
Leandro Julia,QBWW6998,Computacao Grafica,8.00,APROVADO POR MÉDIA
Leandro Julia,UFMQ0127,Design para Longevidade,5.00,APROVADO
Leandro Julia,MKUB0718,Design de Mobiliario,9.25,APROVADO POR MÉDIA
Leandro Julia,BKII1063,Design de Visualizacao de Informacoes,10.00,APROVADO POR MÉDIA
Leandro Julia,RJYZ5864,Identidade Visual,5.18,APROVADO
Leandro Julia,DOMK5241,Design de Aprendizado,8.50,APROVADO POR MÉDIA
Leandro Julia,ZULH9584,Projeto Integrado,6.78,APROVADO
Leandro Julia,WPUV3332,Design de Tecnologia Vestivel (Wearable),6.60,APROVADO
Leandro Julia,NRYN3294,Design de Interfaces Neuromorficas,9.00,APROVADO POR MÉDIA
Leandro Julia,NRCI1107,Design de Experiencia em Museus,9.75,APROVADO POR MÉDIA
Leandro Julia,AAZN5771,Ergonomia,,REPROVADO POR FALTA
Leandro Julia,JJNT2088,Manipulacao de Imagem,,REPROVADO POR FALTA
Leandro Julia,JGDZ1333,Gamificacao,7.50,APROVADO POR MÉDIA
Leandro Julia,TSYB3211,Impressao 3D,5.13,APROVADO
Leandro Julia,VOQA5582,Tipografia,7.00,APROVADO POR MÉDIA
Leandro Julia,BLDG0260,Design de Joias,5.53,APROVADO
Leandro Julia,FZLO1427,Marketing de Produto,,REPROVADO POR FALTA
Leandro Julia,KAWV5083,Branding,7.50,APROVADO POR MÉDIA
Leandro Julia,NGVU3526,Ecodesign,8.55,APROVADO POR MÉDIA
Leandro Julia,COOQ5695,Design de Interacao em Tempo Real,,REPROVADO POR FALTA
Leandro Julia,VFBH8799,Design Cibernetico,,REPROVADO POR FALTA
Leandro Julia,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.00,APROVADO POR MÉDIA
Leandro Julia,JVFQ7338,Design de Interacao Cultural,,REPROVADO POR FALTA
Leandro Julia,QVGO0107,Prototipagem em Papel,,REPROVADO POR FALTA
Leandro Julia,LERH6635,Design de Produto,7.00,APROVADO POR MÉDIA
Leandro Julia,,REINTEGRAÇÂO,,
Leandro Julia,COOQ5695,Design de Interacao em Tempo Real,6.75,APROVADO
Leandro Julia,VFBH8799,Design Cibernetico,8.00,APROVADO POR MÉDIA
Leandro Julia,JJNT2088,Manipulacao de Imagem,,REPROVADO POR FALTA
Leandro Julia,JVFQ7338,Design de Interacao Cultural,,REPROVADO POR FALTA
Leandro Julia,MXMO8868,Cultura Visual,8.00,APROVADO POR MÉDIA
Leandro Julia,QVGO0107,Prototipagem em Papel,5.00,APROVADO
Leandro Julia,MAEY1044,Design Computacional,9.13,APROVADO POR MÉDIA
Leandro Julia,TPYC6338,Design Thinking,7.10,APROVADO POR MÉDIA
Leandro Julia,FZLO1427,Marketing de Produto,9.75,APROVADO POR MÉDIA
Leandro Julia,AOXV5438,Design de Espacos Virtuais,7.25,APROVADO POR MÉDIA
Leandro Julia,RRME1020,Design Parametrico,,REPROVADO POR FALTA
Leandro Julia,TRQX5862,Etica em Design,8.00,APROVADO POR MÉDIA
Leandro Julia,JJNT2088,Manipulacao de Imagem,7.75,APROVADO POR MÉDIA
Leandro Julia,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Leandro Julia,BMDH7993,Design de Apresentacoes,8.25,APROVADO POR MÉDIA
Leandro Julia,IENT5068,Design Experimental,7.90,APROVADO POR MÉDIA
Leandro Julia,XERB6119,Gestao de Marcas,8.50,APROVADO POR MÉDIA
Leandro Julia,RRME1020,Design Parametrico,5.30,APROVADO
Leandro Julia,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
Leandro Julia,SATJ7970,Design de Narrativa Espacial,,REPROVADO POR FALTA
Leandro Julia,LLKP8902,Design Digital,,REPROVADO POR FALTA
Leandro Julia,DZNQ4989,Design Cenico,,REPROVADO POR FALTA
Leandro Julia,SATJ7970,Design de Narrativa Espacial,5.00,APROVADO
Leandro Julia,RVMF0745,Design Biomimetico,,REPROVADO POR FALTA
Leandro Julia,JVFQ7338,Design de Interacao Cultural,7.75,APROVADO POR MÉDIA
Leandro Julia,LLKP8902,Design Digital,7.90,APROVADO POR MÉDIA
Leandro Julia,KZBU0327,Design de Interacao Corporal,6.05,APROVADO
Leandro Julia,DQUN5124,Comunicacao Visual,7.75,APROVADO POR MÉDIA
Leandro Julia,LSHL3127,Design de Redes Sociais,8.05,APROVADO POR MÉDIA
Leandro Julia,TOZF3011,SemiÃ³tica,6.00,APROVADO
Leandro Julia,RVMF0745,Design Biomimetico,9.00,APROVADO POR MÉDIA
Leandro Julia,TWIP0018,Teoria da Cor,7.00,APROVADO POR MÉDIA
Leandro Julia,VMGY1151,Design de Interacao Tangivel,8.75,APROVADO POR MÉDIA
Leandro Julia,DZNQ4989,Design Cenico,1.95,REPROVADO
Leandro Julia,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
Leandro Julia,AAZN5771,Ergonomia,7.75,APROVADO POR MÉDIA
Leandro Julia,DZNQ4989,Design Cenico,4.3,REPROVADO
Leandro Julia,RMDE3651,Teoria do Design,9.00,APROVADO POR MÉDIA
Leandro Julia,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
Leandro Julia,DZNQ4989,Design Cenico,,REPROVADO POR FALTA
Leandro Julia,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
Leandro Julia,DZNQ4989,Design Cenico,7.20,APROVADO POR MÉDIA
Leandro Julia,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
Leandro Julia,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
Leandro Julia,XYOT5349,Tecnicas de Iluminacao,10.00,APROVADO POR MÉDIA
Leandro Julia,,INTEGRALIZADO,,
Leandro Julia,,FORMADO,,
Leandro Julia,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Catarina Viviane,OCRQ3517,Storytelling Visual,5.38,APROVADO
Catarina Viviane,RJGL2456,Design Colaborativo,2.65,REPROVADO
Catarina Viviane,QBWW6998,Computacao Grafica,7.00,APROVADO
Catarina Viviane,UFMQ0127,Design para Longevidade,5.50,APROVADO
Catarina Viviane,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
Catarina Viviane,BKII1063,Design de Visualizacao de Informacoes,8.00,APROVADO POR MÉDIA
Catarina Viviane,RJYZ5864,Identidade Visual,9.50,APROVADO POR MÉDIA
Catarina Viviane,RJGL2456,Design Colaborativo,2.97,REPROVADO
Catarina Viviane,NRYN3294,Design de Interfaces Neuromorficas,,REPROVADO POR FALTA
Catarina Viviane,NRCI1107,Design de Experiencia em Museus,,REPROVADO POR FALTA
Catarina Viviane,MXMO8868,Cultura Visual,7.15,APROVADO POR MÉDIA
Catarina Viviane,BLDG0260,Design de Joias,4.32,REPROVADO
Catarina Viviane,AAZN5771,Ergonomia,7.25,APROVADO POR MÉDIA
Catarina Viviane,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
Catarina Viviane,JGDZ1333,Gamificacao,8.75,APROVADO POR MÉDIA
Catarina Viviane,NRYN3294,Design de Interfaces Neuromorficas,5.43,APROVADO
Catarina Viviane,NRCI1107,Design de Experiencia em Museus,5.00,APROVADO
Catarina Viviane,BLDG0260,Design de Joias,7.50,APROVADO POR MÉDIA
Catarina Viviane,COOQ5695,Design de Interacao em Tempo Real,7.40,APROVADO POR MÉDIA
Catarina Viviane,JJNT2088,Manipulacao de Imagem,,REPROVADO POR FALTA
Catarina Viviane,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),9.00,APROVADO POR MÉDIA
Catarina Viviane,TSYB3211,Impressao 3D,,REPROVADO POR FALTA
Catarina Viviane,VOQA5582,Tipografia,,REPROVADO POR FALTA
Catarina Viviane,KAWV5083,Branding,7.00,APROVADO POR MÉDIA
Catarina Viviane,JJNT2088,Manipulacao de Imagem,7.00,APROVADO POR MÉDIA
Catarina Viviane,TPYC6338,Design Thinking,7.50,APROVADO POR MÉDIA
Catarina Viviane,TSYB3211,Impressao 3D,5.63,APROVADO
Catarina Viviane,VOQA5582,Tipografia,,REPROVADO POR FALTA
Catarina Viviane,LERH6635,Design de Produto,7.50,APROVADO POR MÉDIA
Catarina Viviane,AOXV5438,Design de Espacos Virtuais,5.75,APROVADO
Catarina Viviane,RRME1020,Design Parametrico,4.13,REPROVADO
Catarina Viviane,VFBH8799,Design Cibernetico,,REPROVADO POR FALTA
Catarina Viviane,RJGL2456,Design Colaborativo,5.13,APROVADO
Catarina Viviane,JVFQ7338,Design de Interacao Cultural,,REPROVADO POR FALTA
Catarina Viviane,QVGO0107,Prototipagem em Papel,,REPROVADO POR FALTA
Catarina Viviane,RRME1020,Design Parametrico,7.50,APROVADO POR MÉDIA
Catarina Viviane,TRQX5862,Etica em Design,8.25,APROVADO POR MÉDIA
Catarina Viviane,DOMK5241,Design de Aprendizado,,REPROVADO POR FALTA
Catarina Viviane,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
Catarina Viviane,BMDH7993,Design de Apresentacoes,7.50,APROVADO POR MÉDIA
Catarina Viviane,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
Catarina Viviane,QVGO0107,Prototipagem em Papel,7.25,APROVADO POR MÉDIA
Catarina Viviane,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Catarina Viviane,UXMU2899,Interacao Tangivel,7.50,APROVADO POR MÉDIA
Catarina Viviane,VFBH8799,Design Cibernetico,,REPROVADO POR FALTA
Catarina Viviane,SATJ7970,Design de Narrativa Espacial,9.00,APROVADO POR MÉDIA
Catarina Viviane,LLKP8902,Design Digital,8.00,APROVADO POR MÉDIA
Catarina Viviane,KZBU0327,Design de Interacao Corporal,7.25,APROVADO POR MÉDIA
Catarina Viviane,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
Catarina Viviane,WPUV3332,Design de Tecnologia Vestivel (Wearable),5.25,APROVADO
Catarina Viviane,VMGY1151,Design de Interacao Tangivel,7.00,APROVADO
Catarina Viviane,TOZF3011,SemiÃ³tica,9.00,APROVADO POR MÉDIA
Catarina Viviane,TWIP0018,Teoria da Cor,7.00,APROVADO POR MÉDIA
Catarina Viviane,DZNQ4989,Design Cenico,2.78,REPROVADO
Catarina Viviane,NGVU3526,Ecodesign,,REPROVADO POR FALTA
Catarina Viviane,VFBH8799,Design Cibernetico,,REPROVADO POR FALTA
Catarina Viviane,ZULH9584,Projeto Integrado,7.41,APROVADO POR MÉDIA
Catarina Viviane,JVFQ7338,Design de Interacao Cultural,,REPROVADO POR FALTA
Catarina Viviane,VOQA5582,Tipografia,7.75,APROVADO POR MÉDIA
Catarina Viviane,FZLO1427,Marketing de Produto,1.51,REPROVADO
Catarina Viviane,NGVU3526,Ecodesign,,REPROVADO POR FALTA
Catarina Viviane,DOMK5241,Design de Aprendizado,,REPROVADO POR FALTA
Catarina Viviane,VFBH8799,Design Cibernetico,4.7,REPROVADO
Catarina Viviane,JVFQ7338,Design de Interacao Cultural,7.00,APROVADO POR MÉDIA
Catarina Viviane,DZNQ4989,Design Cenico,7.00,APROVADO POR MÉDIA
Catarina Viviane,FZLO1427,Marketing de Produto,7.97,APROVADO POR MÉDIA
Catarina Viviane,NGVU3526,Ecodesign,,REPROVADO POR FALTA
Catarina Viviane,VFBH8799,Design Cibernetico,5.13,APROVADO
Catarina Viviane,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
Catarina Viviane,XERB6119,Gestao de Marcas,9.50,APROVADO POR MÉDIA
Catarina Viviane,MAEY1044,Design Computacional,,REPROVADO POR FALTA
Catarina Viviane,RVMF0745,Design Biomimetico,,RENOVAÇÃO DE ESTÁGIO
Catarina Viviane,IENT5068,Design Experimental,7.25,APROVADO POR MÉDIA
Catarina Viviane,RMDE3651,Teoria do Design,7.03,APROVADO
Catarina Viviane,DQUN5124,Comunicacao Visual,7.50,APROVADO POR MÉDIA
Catarina Viviane,LSHL3127,Design de Redes Sociais,5.20,APROVADO
Catarina Viviane,NGVU3526,Ecodesign,8.00,APROVADO POR MÉDIA
Catarina Viviane,DOMK5241,Design de Aprendizado,5.00,APROVADO
Catarina Viviane,RVMF0745,Design Biomimetico,9.50,APROVADO POR MÉDIA
Catarina Viviane,XYOT5349,Tecnicas de Iluminacao,9.50,APROVADO POR MÉDIA
Catarina Viviane,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Catarina Viviane,MAEY1044,Design Computacional,9.00,APROVADO POR MÉDIA
Catarina Viviane,,FORMADO,,
Felipe Leandro,MXMO8868,Cultura Visual,8.00,APROVADO POR MÉDIA
Felipe Leandro,AAZN5771,Ergonomia,9.75,APROVADO POR MÉDIA
Felipe Leandro,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
Bruna Juliana,OCRQ3517,Storytelling Visual,7.60,APROVADO POR MÉDIA
Bruna Juliana,RJGL2456,Design Colaborativo,5.00,APROVADO
Bruna Juliana,QBWW6998,Computacao Grafica,7.80,APROVADO POR MÉDIA
Bruna Juliana,UFMQ0127,Design para Longevidade,7.00,APROVADO POR MÉDIA
Bruna Juliana,MKUB0718,Design de Mobiliario,10.00,APROVADO POR MÉDIA
Bruna Juliana,BKII1063,Design de Visualizacao de Informacoes,7.75,APROVADO POR MÉDIA
Bruna Juliana,RJYZ5864,Identidade Visual,,APROVADO POR FREQÜÊNCIA
Bruna Juliana,DOMK5241,Design de Aprendizado,6.25,APROVADO
Bruna Juliana,ZULH9584,Projeto Integrado,5.13,APROVADO
Bruna Juliana,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.75,APROVADO POR MÉDIA
Bruna Juliana,NRYN3294,Design de Interfaces Neuromorficas,,REPROVADO POR FALTA
Bruna Juliana,NRCI1107,Design de Experiencia em Museus,7.00,APROVADO POR MÉDIA
Bruna Juliana,AAZN5771,Ergonomia,7.00,APROVADO POR MÉDIA
Bruna Juliana,VOQA5582,Tipografia,,REPROVADO POR FALTA
Bruna Juliana,BLDG0260,Design de Joias,,REPROVADO POR FALTA
Bruna Juliana,FZLO1427,Marketing de Produto,,REPROVADO POR FALTA
Bruna Juliana,KAWV5083,Branding,5.25,APROVADO
Arthur Bruna,OCRQ3517,Storytelling Visual,4.25,REPROVADO
Arthur Bruna,RJGL2456,Design Colaborativo,2.7,REPROVADO
Arthur Bruna,QBWW6998,Computacao Grafica,6.38,APROVADO
Arthur Bruna,UFMQ0127,Design para Longevidade,8.00,APROVADO POR MÉDIA
Arthur Bruna,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
Arthur Bruna,BKII1063,Design de Visualizacao de Informacoes,7.85,APROVADO POR MÉDIA
Arthur Bruna,RJYZ5864,Identidade Visual,7.00,APROVADO POR MÉDIA
Arthur Bruna,OCRQ3517,Storytelling Visual,7.88,APROVADO
Arthur Bruna,RJGL2456,Design Colaborativo,5.32,APROVADO
Arthur Bruna,JGDZ1333,Gamificacao,7.00,APROVADO POR MÉDIA
Arthur Bruna,NRYN3294,Design de Interfaces Neuromorficas,5.68,APROVADO
Arthur Bruna,NRCI1107,Design de Experiencia em Museus,8.00,APROVADO POR MÉDIA
Arthur Bruna,MXMO8868,Cultura Visual,5.13,APROVADO
Arthur Bruna,AAZN5771,Ergonomia,7.38,APROVADO POR MÉDIA
Arthur Bruna,DOMK5241,Design de Aprendizado,,REPROVADO POR FALTA
Arthur Bruna,JJNT2088,Manipulacao de Imagem,3.05,REPROVADO
Arthur Bruna,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
Arthur Bruna,WPUV3332,Design de Tecnologia Vestivel (Wearable),,REPROVADO POR FALTA
Arthur Bruna,TSYB3211,Impressao 3D,,REPROVADO POR FALTA
Arthur Bruna,VOQA5582,Tipografia,,REPROVADO POR FALTA
Arthur Bruna,BLDG0260,Design de Joias,,REPROVADO POR FALTA
Arthur Bruna,KAWV5083,Branding,,REPROVADO POR FALTA
Arthur Bruna,DOMK5241,Design de Aprendizado,4.68,REPROVADO
Arthur Bruna,JJNT2088,Manipulacao de Imagem,7.30,APROVADO POR MÉDIA
Arthur Bruna,ZULH9584,Projeto Integrado,5.15,APROVADO
Arthur Bruna,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.00,APROVADO POR MÉDIA
Arthur Bruna,TSYB3211,Impressao 3D,6.32,APROVADO
Arthur Bruna,VOQA5582,Tipografia,4.13,REPROVADO
Arthur Bruna,BLDG0260,Design de Joias,7.95,APROVADO POR MÉDIA
Arthur Bruna,KAWV5083,Branding,6.25,APROVADO
Arthur Bruna,NGVU3526,Ecodesign,7.50,APROVADO POR MÉDIA
Arthur Bruna,COOQ5695,Design de Interacao em Tempo Real,8.00,APROVADO POR MÉDIA
Arthur Bruna,VFBH8799,Design Cibernetico,7.00,APROVADO POR MÉDIA
Arthur Bruna,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.00,APROVADO POR MÉDIA
Arthur Bruna,JVFQ7338,Design de Interacao Cultural,7.25,APROVADO POR MÉDIA
Arthur Bruna,VOQA5582,Tipografia,4.19,REPROVADO
Arthur Bruna,QVGO0107,Prototipagem em Papel,9.07,APROVADO POR MÉDIA
Arthur Bruna,FZLO1427,Marketing de Produto,9.00,APROVADO POR MÉDIA
Arthur Bruna,RRME1020,Design Parametrico,5.38,APROVADO
Arthur Bruna,MAEY1044,Design Computacional,9.30,APROVADO POR MÉDIA
Arthur Bruna,SATJ7970,Design de Narrativa Espacial,9.50,APROVADO POR MÉDIA
Arthur Bruna,TPYC6338,Design Thinking,8.00,APROVADO POR MÉDIA
Arthur Bruna,LLKP8902,Design Digital,8.40,APROVADO POR MÉDIA
Arthur Bruna,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Arthur Bruna,IENT5068,Design Experimental,9.25,APROVADO POR MÉDIA
Arthur Bruna,KZBU0327,Design de Interacao Corporal,7.00,APROVADO POR MÉDIA
Arthur Bruna,UXMU2899,Interacao Tangivel,8.50,APROVADO POR MÉDIA
Arthur Bruna,LERH6635,Design de Produto,9.80,APROVADO POR MÉDIA
Arthur Bruna,AOXV5438,Design de Espacos Virtuais,7.35,APROVADO
Arthur Bruna,DOMK5241,Design de Aprendizado,7.00,APROVADO POR MÉDIA
Arthur Bruna,BMDH7993,Design de Apresentacoes,7.75,APROVADO POR MÉDIA
Arthur Bruna,RVMF0745,Design Biomimetico,9.00,APROVADO POR MÉDIA
Arthur Bruna,VOQA5582,Tipografia,8.50,APROVADO POR MÉDIA
Arthur Bruna,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
Arthur Bruna,XERB6119,Gestao de Marcas,5.70,APROVADO
Arthur Bruna,TRQX5862,Etica em Design,8.00,APROVADO POR MÉDIA
Arthur Bruna,TWIP0018,Teoria da Cor,7.75,APROVADO POR MÉDIA
Arthur Bruna,DZNQ4989,Design Cenico,9.50,APROVADO POR MÉDIA
Arthur Bruna,RMDE3651,Teoria do Design,7.25,APROVADO POR MÉDIA
Arthur Bruna,DQUN5124,Comunicacao Visual,8.00,APROVADO POR MÉDIA
Arthur Bruna,LSHL3127,Design de Redes Sociais,8.59,APROVADO POR MÉDIA
Arthur Bruna,TOZF3011,SemiÃ³tica,9.00,APROVADO POR MÉDIA
Arthur Bruna,VMGY1151,Design de Interacao Tangivel,6.25,APROVADO
Arthur Bruna,XYOT5349,Tecnicas de Iluminacao,9.00,APROVADO POR MÉDIA
Arthur Bruna,,INTEGRALIZADO,,
Arthur Bruna,,FORMADO,,
Nicolas Lucas,OCRQ3517,Storytelling Visual,7.95,APROVADO POR MÉDIA
Nicolas Lucas,RJGL2456,Design Colaborativo,7.35,APROVADO POR MÉDIA
Nicolas Lucas,QBWW6998,Computacao Grafica,10.00,APROVADO POR MÉDIA
Nicolas Lucas,UFMQ0127,Design para Longevidade,7.00,APROVADO POR MÉDIA
Nicolas Lucas,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
Nicolas Lucas,BKII1063,Design de Visualizacao de Informacoes,10.00,APROVADO POR MÉDIA
Nicolas Lucas,RJYZ5864,Identidade Visual,8.90,APROVADO POR MÉDIA
Nicolas Lucas,DOMK5241,Design de Aprendizado,9.25,APROVADO POR MÉDIA
Nicolas Lucas,ZULH9584,Projeto Integrado,8.63,APROVADO POR MÉDIA
Nicolas Lucas,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.65,APROVADO POR MÉDIA
Nicolas Lucas,NRYN3294,Design de Interfaces Neuromorficas,9.00,APROVADO POR MÉDIA
Nicolas Lucas,NRCI1107,Design de Experiencia em Museus,10.00,APROVADO POR MÉDIA
Nicolas Lucas,AAZN5771,Ergonomia,9.00,APROVADO POR MÉDIA
Nicolas Lucas,JJNT2088,Manipulacao de Imagem,7.70,APROVADO POR MÉDIA
Nicolas Lucas,JGDZ1333,Gamificacao,7.00,APROVADO POR MÉDIA
Nicolas Lucas,TSYB3211,Impressao 3D,9.00,APROVADO POR MÉDIA
Nicolas Lucas,VOQA5582,Tipografia,7.50,APROVADO POR MÉDIA
Nicolas Lucas,BLDG0260,Design de Joias,10.00,APROVADO POR MÉDIA
Nicolas Lucas,FZLO1427,Marketing de Produto,8.85,APROVADO POR MÉDIA
Nicolas Lucas,KAWV5083,Branding,7.50,APROVADO POR MÉDIA
Nicolas Lucas,NGVU3526,Ecodesign,9.00,APROVADO POR MÉDIA
Nicolas Lucas,COOQ5695,Design de Interacao em Tempo Real,9.00,APROVADO POR MÉDIA
Nicolas Lucas,VFBH8799,Design Cibernetico,8.90,APROVADO POR MÉDIA
Nicolas Lucas,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),10.00,APROVADO POR MÉDIA
Nicolas Lucas,JVFQ7338,Design de Interacao Cultural,8.75,APROVADO POR MÉDIA
